0.5,1,100000.0,10,1,2.0018305754655983
0.5,1,100000.0,10,2,1.2932165083359366
0.5,1,100000.0,10,5,1.060429362265761
0.5,1,100000.0,10,10,1.0242637493761149
0.7,1,100000.0,10,1,3.3436885196842634
0.7,1,100000.0,10,2,1.6862859301808144
0.7,1,100000.0,10,5,1.2575966511096783
0.7,1,100000.0,10,10,1.159535590372577
0.9,1,100000.0,10,1,9.997005425185353
0.9,1,100000.0,10,2,3.011190249678005
0.9,1,100000.0,10,5,2.083901642974431
0.9,1,100000.0,10,10,1.9193807395632407
0.95,1,100000.0,10,1,19.720580658414306
0.95,1,100000.0,10,2,4.481140118285363
0.95,1,100000.0,10,5,3.079498129303278
0.95,1,100000.0,10,10,3.0277891006798425
0.99,1,100000.0,10,1,83.95774733019115
0.99,1,100000.0,10,2,15.451030315509506
0.99,1,100000.0,10,5,8.546521609468687
0.99,1,100000.0,10,10,9.936675400110236
0.5,1,100000.0,10,1,2.0018305754655983
0.5,1,100000.0,10,2,1.2932165083359366
0.5,1,100000.0,10,5,1.060429362265761
0.5,1,100000.0,10,10,1.0242637493761149
0.7,1,100000.0,10,1,3.3436885196842634
0.7,1,100000.0,10,2,1.6862859301808144
0.7,1,100000.0,10,5,1.2575966511096783
0.7,1,100000.0,10,10,1.159535590372577
0.9,1,100000.0,10,1,9.997005425185353
0.9,1,100000.0,10,2,3.011190249678005
0.9,1,100000.0,10,5,2.083901642974431
0.9,1,100000.0,10,10,1.9193807395632407
0.95,1,100000.0,10,1,19.720580658414306
0.95,1,100000.0,10,2,4.481140118285363
0.95,1,100000.0,10,5,3.079498129303278
0.95,1,100000.0,10,10,3.0277891006798425
0.99,1,100000.0,10,1,83.95774733019115
0.99,1,100000.0,10,2,15.451030315509506
0.99,1,100000.0,10,5,8.546521609468687
0.99,1,100000.0,10,10,9.936675400110236
0.5,1,100000.0,10,1,2.0018305754655983
0.5,1,100000.0,10,2,1.2932165083359366
0.5,1,100000.0,10,5,1.060429362265761
0.5,1,100000.0,10,10,1.0242637493761149
0.7,1,100000.0,10,1,3.3436885196842634
0.7,1,100000.0,10,2,1.6862859301808144
0.7,1,100000.0,10,5,1.2575966511096783
0.7,1,100000.0,10,10,1.159535590372577
0.9,1,100000.0,10,1,9.997005425185353
0.9,1,100000.0,10,2,3.011190249678005
0.9,1,100000.0,10,5,2.083901642974431
0.9,1,100000.0,10,10,1.9193807395632407
0.95,1,100000.0,10,1,19.720580658414306
0.95,1,100000.0,10,2,4.481140118285363
0.95,1,100000.0,10,5,3.079498129303278
0.95,1,100000.0,10,10,3.0277891006798425
0.99,1,100000.0,10,1,83.95774733019115
0.99,1,100000.0,10,2,15.451030315509506
0.99,1,100000.0,10,5,8.546521609468687
0.99,1,100000.0,10,10,9.936675400110236
0.5,1,100000.0,10,1,2.0018305754655983
0.5,1,100000.0,10,2,1.2932165083359366
0.5,1,100000.0,10,5,1.060429362265761
0.5,1,100000.0,10,10,1.0242637493761149
0.7,1,100000.0,10,1,3.3436885196842634
0.7,1,100000.0,10,2,1.6862859301808144
0.7,1,100000.0,10,5,1.2575966511096783
0.7,1,100000.0,10,10,1.159535590372577
0.9,1,100000.0,10,1,9.997005425185353
0.9,1,100000.0,10,2,3.011190249678005
0.9,1,100000.0,10,5,2.083901642974431
0.9,1,100000.0,10,10,1.9193807395632407
0.95,1,100000.0,10,1,19.720580658414306
0.95,1,100000.0,10,2,4.481140118285363
0.95,1,100000.0,10,5,3.079498129303278
0.95,1,100000.0,10,10,3.0277891006798425
0.99,1,100000.0,10,1,83.95774733019115
0.99,1,100000.0,10,2,15.451030315509506
0.99,1,100000.0,10,5,8.546521609468687
0.99,1,100000.0,10,10,9.936675400110236
